Latitude,Longitude,CrimeCount
41.855810178,-87.72727167,10
41.855845871,-87.727275004,6
41.855882121,-87.733658025,7
41.855906242,-87.727274434,9
41.855907958,-87.663833564,6
41.855915268,-87.727424848,9
41.855999974,-87.657988832,8
41.856016867,-87.622144171,9
41.856021413,-87.723628324,8
41.856050593,-87.662881361,11
41.856083523,-87.627164967,7
41.856092999,-87.729908249,11
41.856106646,-87.625571623,11
41.856113138,-87.72488284,6
41.856150768,-87.702858141,7
41.856197223,-87.625574295,8
41.856248253,-87.712694737,6
41.856294972,-87.62229526,12
41.85635485,-87.619119418,6
41.856432328,-87.656380172,10
41.856517517,-87.662480044,8
41.856571471,-87.632004977,10
41.856790413,-87.708424071,35
41.856810597,-87.733307971,8
41.856850736,-87.730492119,18
41.856919541,-87.671226944,6
41.856940091,-87.72505854,9
41.857011489,-87.715300947,7
41.857150569,-87.727497615,8
41.857190995,-87.661735179,8
41.857279216,-87.623917855,9
41.857379266,-87.723523657,9
41.857533855,-87.625603607,16
41.857614352,-87.636071843,6
41.857614627,-87.676142323,6
41.857654205,-87.6611687,9
41.857664434,-87.661509977,8
41.857722658,-87.727220576,6
41.857744741,-87.669658337,7
41.857747172,-87.666288507,6
41.85775341,-87.668784595,19
41.857764677,-87.648282995,9
41.857782082,-87.675193538,13
41.85778483,-87.660044063,6
41.857790961,-87.625464952,19
41.857812608,-87.624080817,6
41.857816282,-87.623787112,6
41.857846576,-87.663093864,10
41.857852959,-87.655763176,7
41.857853457,-87.6558476,6
41.857871142,-87.661661988,7
41.857917537,-87.710303573,6
41.857943494,-87.663713221,7
41.857946424,-87.712597559,9
41.857962255,-87.653361304,7
41.857963856,-87.709231242,6
41.857969178,-87.655460942,6
41.857969611,-87.655534354,8
41.857987652,-87.65440722,6
41.857990616,-87.668517839,7
41.857992753,-87.695509405,9
41.85802838,-87.651092033,6
41.858029269,-87.710159326,6
41.858077482,-87.727375071,9
41.85809318,-87.710305539,6
41.858096859,-87.705437977,8
41.858112082,-87.723542391,27
41.858125908,-87.661116039,8
41.858203946,-87.720179027,10
41.858224611,-87.723544992,9
41.85825144,-87.726018887,9
41.858255849,-87.663629204,6
41.85826495,-87.709088822,14
41.858265918,-87.726161913,7
41.858301268,-87.712751974,6
41.858306323,-87.726018368,8
41.858346536,-87.721187148,12
41.858369291,-87.721337436,19
41.858370663,-87.627356385,35
41.85837665,-87.617213298,14
41.858389699,-87.660705812,11
41.858394785,-87.723550717,10
41.858500661,-87.708025652,13
41.858542789,-87.71275698,16
41.858579571,-87.625628785,10
41.858594819,-87.627214427,50
41.858633393,-87.622346444,10
41.858643312,-87.6239505,25
41.858663052,-87.620932835,8
41.858669337,-87.713831321,10
41.858714633,-87.660427092,15
41.858715587,-87.624100206,13
41.858726697,-87.727152361,9
41.85876143,-87.724380523,9
41.858773475,-87.7250999,14
41.858777408,-87.724806193,7
41.858788792,-87.723847986,8
41.85882988,-87.727984675,9
41.858831192,-87.717904433,9
41.858832972,-87.717724543,16
41.858852712,-87.717823467,14
41.858881437,-87.713469528,6
41.858905885,-87.712914989,13
41.858928366,-87.710477305,12
41.858947199,-87.65890491,8
41.858965439,-87.715818083,10
41.859012272,-87.72510865,9
41.859028055,-87.705601399,9
41.859078263,-87.715365478,10
41.859165541,-87.716286032,6
41.859380717,-87.62382121,9
41.859409509,-87.656323077,15
41.859492718,-87.656472706,11
41.859579902,-87.737063132,6
41.859590806,-87.667620245,6
41.859614508,-87.716593745,7
41.859617764,-87.706550071,7
41.859720099,-87.646698312,8
41.859740823,-87.71050613,7
41.859746945,-87.630270643,19
41.859762986,-87.732175421,6
41.859788573,-87.716302068,11
41.859815277,-87.623977927,18
41.859817888,-87.732178577,10
41.85982778,-87.716448529,7
41.859836003,-87.733543996,6
41.859836913,-87.70296877,15
41.859867924,-87.703118974,12
41.859877252,-87.71036164,6
41.859912232,-87.718892563,7
41.859913531,-87.723771229,6
41.859950194,-87.709138509,22
41.859978352,-87.719967516,8
41.859983942,-87.709288689,12
41.859988733,-87.73599476,11
41.859989233,-87.622375476,12
41.860004046,-87.71401667,12
41.860005552,-87.71889534,7
41.860020669,-87.730029174,9
41.860026059,-87.723773831,11
41.860028198,-87.710363846,8
41.860066967,-87.720117178,8
41.860084722,-87.715238317,9
41.860133197,-87.730031788,8
41.86016122,-87.718754354,10
41.860203161,-87.706709547,10
41.860229103,-87.71402184,12
41.860232898,-87.709146772,8
41.860232903,-87.722417283,6
41.860247306,-87.695288769,9
41.860260107,-87.721341433,6
41.860488122,-87.731775835,12
41.860568255,-87.627266135,10
41.860597559,-87.627122645,7
41.860665029,-87.718030017,8
41.860665484,-87.734732985,6
41.860683215,-87.717838952,6
41.860709674,-87.710529768,8
41.860749205,-87.711748152,21
41.860752897,-87.70536427,6
41.860782638,-87.709310291,9
41.860899395,-87.720289104,6
41.860934028,-87.705366169,7
41.860940576,-87.720292381,6
41.86094663,-87.705663396,8
41.861000393,-87.721216902,12
41.861032417,-87.707806423,7
41.861105328,-87.649814857,6
41.861117868,-87.695896844,15
41.861191242,-87.693792626,6
41.861194354,-87.709324643,16
41.861212849,-87.705668135,7
41.861277272,-87.717568941,8
41.861323297,-87.625543466,18
41.861335178,-87.625690175,18
41.861351884,-87.694550926,15
41.861359279,-87.694400341,44
41.861367928,-87.695956767,11
41.861385342,-87.708111349,7
41.861392804,-87.62568954,10
41.861423916,-87.625839709,6
41.861504939,-87.719086564,7
41.861505097,-87.712988981,6
41.861517395,-87.662453482,13
41.861553084,-87.660110993,9
41.861559271,-87.65976218,15
41.861569389,-87.712698348,7
41.861626586,-87.655345221,6
41.861652546,-87.660693644,33
41.861668281,-87.65963255,62
41.861718384,-87.71284742,7
41.861747467,-87.711628352,7
41.861747796,-87.712703965,14
41.861774228,-87.722755032,18
41.861775726,-87.642153598,6
41.861808166,-87.712703381,6
41.861834746,-87.714068754,6
41.861838618,-87.703176715,12
41.861876238,-87.666109765,11
41.861917658,-87.720316088,11
41.861953016,-87.710565426,10
41.861975288,-87.711637158,6
41.862025293,-87.666258728,6
41.862057779,-87.706618018,8
41.862073796,-87.710571596,8
41.862095128,-87.657550249,13
41.862118973,-87.693823763,392
41.862132355,-87.666264958,15
41.862218265,-87.639087164,25
41.862252446,-87.71826076,11
41.862353526,-87.709526295,7
41.862404324,-87.671056559,7
41.862405607,-87.71458821,6
41.862414766,-87.704151237,10
41.862416685,-87.704000704,7
41.862417108,-87.704077792,9
41.862419531,-87.713607897,7
41.862491547,-87.707153432,11
41.862491727,-87.70718647,10
41.862497215,-87.692755379,158
41.862518801,-87.69564798,7
41.862528952,-87.70395555,6
41.862535492,-87.652193172,6
41.862565737,-87.660115054,6
41.862813779,-87.718541726,6
41.86283033,-87.71702173,6
41.862842099,-87.702010464,18
41.862850731,-87.715710949,6
41.862859101,-87.624050746,8
41.862894406,-87.711598886,6
41.862895679,-87.711327211,6
41.862895938,-87.711374933,8
41.862901682,-87.701866704,7
41.862906101,-87.656858884,32
41.862941578,-87.71678571,6
41.862942353,-87.624200341,11
41.862943337,-87.716602138,8
41.862961482,-87.715383154,9
41.862983609,-87.703793233,6
41.862984352,-87.713007722,18
41.862988863,-87.661608429,14
41.863015066,-87.710569804,9
41.863024472,-87.609213967,6
41.863048238,-87.707584864,6
41.863070531,-87.705635282,6
41.863101693,-87.703307487,11
41.86315933,-87.622454163,7
41.863196881,-87.614817819,17
41.863205851,-87.624208443,7
41.863220122,-87.66644455,6
41.863235129,-87.624061274,6
41.863270813,-87.659145823,15
41.863276227,-87.642053002,9
41.863336822,-87.659170827,6
41.863352886,-87.656303505,8
41.863375231,-87.659636657,11
41.863375747,-87.656457451,13
41.863452644,-87.652752463,6
41.863458149,-87.663020576,13
41.863471032,-87.661937455,67
41.863499469,-87.642212128,41
41.863501348,-87.624065674,12
41.863538557,-87.72998142,8
41.863560023,-87.721588973,6
41.863567228,-87.624068617,14
41.863589417,-87.645309604,9
41.86359701,-87.639274162,9
41.863613522,-87.710608051,13
41.863614154,-87.625892657,7
41.863631747,-87.728915909,10
41.863634892,-87.619045744,7
41.863642134,-87.710317752,6
41.863642218,-87.627331436,17
41.863659876,-87.625741636,12
41.863739949,-87.676167707,8
41.863749929,-87.716561346,6
41.863789003,-87.721300439,8
41.863810959,-87.723881057,6
41.863816894,-87.618746355,8
41.863904275,-87.721303011,7
41.863912347,-87.659039962,6
41.863926067,-87.659039817,7
41.863941521,-87.646825691,7
41.863948108,-87.655790605,9
41.863957884,-87.706816062,7
41.863967977,-87.618770371,10
41.863975503,-87.708034718,9
41.864033702,-87.717792133,19
41.864035852,-87.659042335,22
41.864063293,-87.659042047,7
41.86409672,-87.719311397,7
41.864153869,-87.730618092,6
41.864159331,-87.702008519,46
41.864167291,-87.731084206,11
41.864171734,-87.717944999,11
41.864186978,-87.721311329,6
41.864193982,-87.714934415,17
41.86419783,-87.71462967,7
41.86420899,-87.713645684,12
41.864217865,-87.702173146,33
41.864275083,-87.715216315,8
41.864278228,-87.659660218,9
41.864280095,-87.722822971,6
41.864292495,-87.717947512,6
41.864308644,-87.664865641,102
41.864349237,-87.719319994,6
41.8644254,-87.718680477,6
41.864425655,-87.7187282,6
41.864444094,-87.715515725,6
41.864489997,-87.705760904,7
41.864493678,-87.639158,39
41.864496716,-87.720214357,7
41.864519262,-87.639304571,113
41.864525633,-87.709784193,10
41.864583447,-87.686497178,6
41.864611293,-87.712933257,23
41.864622059,-87.624236848,29
41.864635412,-87.715370706,6
41.864666989,-87.713083238,7
41.864718713,-87.666484045,32
41.864784816,-87.705475337,13
41.864881023,-87.717670198,8
41.86488893,-87.617269602,52
41.864894697,-87.62394748,6
41.864932597,-87.707915256,8
41.864957949,-87.64700205,7
41.865020606,-87.662717899,65
41.865062409,-87.625777568,12
41.865110513,-87.661666988,9
41.865132942,-87.662687356,6
41.865145359,-87.624098901,16
41.86520013,-87.665741123,76
41.865231178,-87.717975223,8
41.865233593,-87.663005702,152
41.865266107,-87.713752956,7
41.865336883,-87.625785555,7
41.865374906,-87.702984127,8
41.865392177,-87.653568938,26
41.865393867,-87.723781585,6
41.865397377,-87.640660777,23
41.865417011,-87.717830262,6
41.865453392,-87.719500335,6
41.865464029,-87.721493726,6
41.865468307,-87.773489728,6
41.865468307,-87.773438332,9
41.865468558,-87.773489728,7
41.865468558,-87.627083674,14
41.865495558,-87.730047459,6
41.865500587,-87.65380275,9
41.865503506,-87.709447949,6
41.865507174,-87.723931031,8
41.865541907,-87.768294247,19
41.865562472,-87.773052027,6
41.865573795,-87.713075485,7
41.86557542,-87.671313862,8
41.865584176,-87.765180641,7
41.86559259,-87.676214817,15
41.865608397,-87.71310718,6
41.865629068,-87.666357104,10
41.865672968,-87.680685596,8
41.865697958,-87.624261671,6
41.865797619,-87.676076881,16
41.865802306,-87.706867809,6
41.865851042,-87.682082541,9
41.865854802,-87.681777787,7
41.865985382,-87.66016729,7
41.866009176,-87.684324091,6
41.866010262,-87.728772354,6
41.86602405,-87.735600824,6
41.866025084,-87.728981478,12
41.866072094,-87.724373564,9
41.866113211,-87.721267258,13
41.866114996,-87.721087348,14
41.866122092,-87.663837146,7
41.866127172,-87.720283218,20
41.866131529,-87.664986161,7
41.866161043,-87.655506578,10
41.866180031,-87.715297091,8
41.866184544,-87.724361483,11
41.866211176,-87.729926921,6
41.866215538,-87.721930788,7
41.866216769,-87.621623622,8
41.866223774,-87.639359561,11
41.866229446,-87.720935733,6
41.866235211,-87.720473094,6
41.866235446,-87.720517147,9
41.866237329,-87.710663357,76
41.86625461,-87.718967674,9
41.866286618,-87.715725607,10
41.866286863,-87.710688576,8
41.866303171,-87.71421287,6
41.866307314,-87.713963181,8
41.866313467,-87.722799954,9
41.866331725,-87.666379171,42
41.866334308,-87.711848248,6
41.866341527,-87.711154301,72
41.86634625,-87.720196685,7
41.866346741,-87.772931369,8
41.866358918,-87.709806763,6
41.866370577,-87.698410911,6
41.866384831,-87.63921831,6
41.866389063,-87.707276938,9
41.86640116,-87.705973505,28
41.866405278,-87.695264256,8
41.866413114,-87.714244851,10
41.86641507,-87.705004143,11
41.866421776,-87.613129624,15
41.866438916,-87.70234588,7
41.866456898,-87.710668569,11
41.866471897,-87.709387135,9
41.866477165,-87.698828386,7
41.866481127,-87.708561,8
41.866496423,-87.707338303,201
41.866499772,-87.686158458,8
41.866512365,-87.705733783,23
41.866514447,-87.705612609,11
41.866514834,-87.719391056,6
41.866517317,-87.695178701,22
41.866538806,-87.612537229,6
41.866549311,-87.686183657,7
41.866578077,-87.624134464,14
41.866589435,-87.698287592,6
41.866590125,-87.69841241,11
41.866602589,-87.697193408,11
41.86661375,-87.62413407,9
41.866644572,-87.666379591,7
41.866723811,-87.625961171,6
41.866732386,-87.656528513,18
41.866751541,-87.665897535,7
41.866755214,-87.664641903,38
41.866758579,-87.625813935,6
41.866763197,-87.664127834,7
41.866810739,-87.625817031,50
41.866815601,-87.666532009,9
41.866829043,-87.625669976,46
41.866843668,-87.625816668,14
41.866848364,-87.658983411,11
41.866855627,-87.628654474,6
41.866908256,-87.662180514,8
41.866923032,-87.654422827,19
41.866937617,-87.624141504,17
41.86694623,-87.659760705,9
41.866957807,-87.726318313,10
41.866975039,-87.651158458,6
41.866977138,-87.622544036,19
41.866980336,-87.698507675,9
41.866988841,-87.657205006,24
41.867059308,-87.624294356,31
41.867081407,-87.619003708,15
41.867082825,-87.715795042,6
41.867088147,-87.657758333,8
41.86710024,-87.723677264,6
41.867102385,-87.656913773,7
41.867119791,-87.641409496,6
41.867142705,-87.639294553,23
41.86718476,-87.725644307,8
41.867190747,-87.686056033,6
41.867206743,-87.643090037,17
41.86723004,-87.641489077,8
41.867234401,-87.641301791,27
41.867251542,-87.639594427,41
41.867264692,-87.713895199,7
41.867276244,-87.703406012,6
41.867329188,-87.627566223,11
41.867344428,-87.632294763,20
41.867351222,-87.6406507,8
41.867365627,-87.732375881,7
41.867414944,-87.627231186,11
41.867428687,-87.626342565,108
41.867535932,-87.626378097,14
41.867608211,-87.680298775,19
41.867636169,-87.704485536,20
41.867697344,-87.697156855,8
41.867745953,-87.704488131,7
41.867783702,-87.660309965,6
41.867800357,-87.710442592,8
41.867812172,-87.680454569,63
41.867819248,-87.68606805,10
41.867829909,-87.770385153,13
41.86789576,-87.642212505,6
41.867917099,-87.640743719,6
41.867934414,-87.6242443,11
41.867989472,-87.666417011,6
41.868034106,-87.639215155,14
41.868040997,-87.627290382,44
41.868043292,-87.624099912,9
41.868046133,-87.683481095,7
41.868077949,-87.659010874,8
41.868080073,-87.632775022,7
41.868092937,-87.666276422,7
41.868094665,-87.698537036,8
41.868097353,-87.716659073,16
41.868107536,-87.632778394,8
41.868116071,-87.632378118,7
41.868128049,-87.722918531,8
41.868139508,-87.66390421,55
41.868165405,-87.62743954,89
41.868180939,-87.709271389,62
41.868184336,-87.641372316,19
41.86821682,-87.6304532,146
41.86821682,-87.630001254,8
41.868219921,-87.664046556,55
41.868278395,-87.639223526,10
41.868285362,-87.709802729,36
41.868301822,-87.640831352,6
41.868304953,-87.624254891,10
41.868339527,-87.642079226,13
41.868380637,-87.625847449,8
41.868385458,-87.639229711,45
41.868435518,-87.625846844,17
41.868518128,-87.624113021,14
41.868541914,-87.639235361,235
41.868601227,-87.664964108,9
41.868699038,-87.625858624,7
41.86870759,-87.640768229,6
41.868731481,-87.632492552,6
41.868780233,-87.627458476,8
41.868846517,-87.658106964,9
41.868978047,-87.721236259,8
41.869033167,-87.772327815,8
41.869047845,-87.624125523,20
41.869085987,-87.721407789,15
41.869201889,-87.670589881,15
41.86924477,-87.744966125,8
41.869261739,-87.659651954,6
41.869284939,-87.625191299,6
41.869298708,-87.657070521,8
41.869308972,-87.670599789,9
41.869311235,-87.663422037,9
41.869315939,-87.686258555,6
41.869352917,-87.660693695,15
41.86943777,-87.700737652,9
41.869449319,-87.744718259,9
41.869487128,-87.659245724,9
41.869491081,-87.643733672,9
41.869491903,-87.710642788,17
41.869505349,-87.639268997,7
41.869527301,-87.639268759,24
41.86952998,-87.72284645,7
41.869556765,-87.71963364,6
41.869653907,-87.643886124,6
41.869662415,-87.743996691,7
41.869667265,-87.715674709,12
41.869707206,-87.630495617,12
41.869710651,-87.627477612,15
41.869715236,-87.627330702,17
41.869722167,-87.715677852,7
41.869749161,-87.640107132,38
41.869750819,-87.63992721,6
41.869786389,-87.774281815,27
41.869829134,-87.739071667,6
41.86983044,-87.723614607,8
41.869855487,-87.626040462,8
41.869886592,-87.727483846,6
41.869905834,-87.709548333,8
41.869906024,-87.725967328,6
41.869915646,-87.725192548,9
41.869965095,-87.713905843,6
41.869996718,-87.658168289,22
41.870028132,-87.708823855,50
41.870112134,-87.699611189,6
41.870140733,-87.697338234,10
41.870146835,-87.666482703,6
41.870194788,-87.702162083,18
41.870230344,-87.745041532,8
41.870248042,-87.624281146,7
41.870253504,-87.696889189,13
41.870255414,-87.696738638,7
41.870257731,-87.696661513,8
41.87026301,-87.696129089,7
41.870325732,-87.654394166,10
41.870334861,-87.625899331,6
41.870345478,-87.774130082,34
41.870355187,-87.630550934,11
41.870389849,-87.62413639,9
41.87046297,-87.720260149,12
41.870468981,-87.696156415,6
41.870475027,-87.74352294,6
41.870526756,-87.627204283,19
41.870572819,-87.628448428,19
41.870575085,-87.71967163,6
41.870642451,-87.722527454,7
41.870663374,-87.660004392,7
41.870712459,-87.718675324,7
41.870716935,-87.716439302,6
41.870719013,-87.632606689,7
41.870735222,-87.723976836,10
41.870740229,-87.660007257,8
41.870764127,-87.721670822,9
41.870771699,-87.721031898,6
41.870814341,-87.66001015,9
41.870822616,-87.7187477,9
41.87084876,-87.733554873,9
41.870869918,-87.71376126,6
41.870887957,-87.676513055,13
41.870909504,-87.699889695,39
41.870932257,-87.744921277,26
41.870944619,-87.715912079,9
41.870954857,-87.706655951,13
41.870974418,-87.704210493,7
41.870997196,-87.701860464,6
41.871020381,-87.736472172,7
41.871025414,-87.699510379,6
41.87102983,-87.676368411,14
41.871042334,-87.736471968,7
41.871159954,-87.659514532,7
41.871161133,-87.736625069,10
41.8711618,-87.737810984,6
41.8711843,-87.658052988,9
41.871195688,-87.657190046,7
41.871213309,-87.736631927,8
41.871253041,-87.705981138,6
41.871320576,-87.657893675,9
41.871355529,-87.696184327,8
41.871360745,-87.686318707,6
41.871371147,-87.627514417,26
41.871395715,-87.684550074,7
41.871422502,-87.695889934,8
41.871462371,-87.725515674,7
41.871466458,-87.669736708,6
41.87146659,-87.626077775,10
41.871489164,-87.627516791,9
41.871504164,-87.624160788,15
41.871520566,-87.625930316,13
41.871530533,-87.744926805,20
41.871548751,-87.695892351,13
41.871556324,-87.624163883,11
41.871572705,-87.670077068,8
41.871608027,-87.696189162,7
41.87161148,-87.683580832,9
41.871671141,-87.696188535,6
41.87168518,-87.733444249,8
41.871707045,-87.727675937,6
41.871739844,-87.627671912,6
41.871764127,-87.677605569,15
41.87178962,-87.633564301,31
41.871791207,-87.643808083,16
41.871797545,-87.701683692,6
41.871799513,-87.632936347,35
41.871809752,-87.624318961,18
41.871811902,-87.627340674,27
41.871860199,-87.688758969,7
41.871864383,-87.69590023,7
41.871872352,-87.694864753,6
41.8718814,-87.714566592,6
41.87188334,-87.704315401,19
41.871944235,-87.726340897,9
41.871986359,-87.694639649,15
41.871993997,-87.639205358,20
41.872017942,-87.701839402,10
41.872092429,-87.633718878,32
41.872096127,-87.633425108,11
41.872121697,-87.631768923,8
41.872165934,-87.629580146,17
41.872191344,-87.631041178,8
41.872241546,-87.628485169,6
41.87224513,-87.717907953,6
41.872274452,-87.764581664,34
41.87227988,-87.629365941,10
41.872292599,-87.63144395,8
41.87230391,-87.764434537,20
41.872317863,-87.72279422,9
41.872332627,-87.679608149,16
41.872334601,-87.63068346,9
41.872340059,-87.734304635,7
41.872484426,-87.640892683,14
41.872484604,-87.627399361,7
41.872507323,-87.629759984,6
41.872558733,-87.723709844,7
41.872634118,-87.716754989,6
41.872682495,-87.714015459,15
41.872692824,-87.632720982,11
41.872709056,-87.624187857,18
41.872711737,-87.62595757,36
41.87277057,-87.63062361,6
41.872797818,-87.624341086,78
41.872813084,-87.764734772,6
41.872848343,-87.76299041,9
41.87284989,-87.626110256,6
41.87285385,-87.632576028,13
41.872854976,-87.753355855,14
41.872857594,-87.629150316,6
41.872860877,-87.708443799,6
41.872878776,-87.706692233,7
41.872879196,-87.706769334,9
41.872891287,-87.705465769,7
41.872892586,-87.620587588,6
41.872894484,-87.627560076,15
41.872903956,-87.633592535,20
41.872910562,-87.63062942,16
41.872924943,-87.744991122,8
41.872928643,-87.62865386,6
41.872930051,-87.756274168,6
41.872957492,-87.699036002,7
41.872963554,-87.753663295,8
41.872963614,-87.698654086,9
41.872975572,-87.697343176,11
41.872982068,-87.627522396,6
41.873010382,-87.758612312,6
41.873038012,-87.756460453,7
41.873046731,-87.755465345,6
41.873049009,-87.744567739,12
41.873054583,-87.754844758,7
41.873058461,-87.626111629,6
41.873093143,-87.745147462,10
41.873094244,-87.624348825,8
41.873099871,-87.744853665,7
41.873101883,-87.62915865,8
41.873185004,-87.743795434,10
41.873194211,-87.722969465,7
41.873219626,-87.675868666,44
41.87328131,-87.71974488,9
41.87329788,-87.706049263,8
41.873409537,-87.719604128,6
41.873416511,-87.725559579,6
41.873438868,-87.627726657,26
41.873508972,-87.701005933,10
41.873510659,-87.720554136,17
41.873515122,-87.63346103,8
41.873518126,-87.710717533,7
41.873578134,-87.764614167,13
41.873580217,-87.705488401,59
41.873580931,-87.749314068,20
41.873581057,-87.641626205,6
41.873635421,-87.710081187,19
41.87364598,-87.699972828,8
41.873678446,-87.696910288,6
41.873697022,-87.694325209,11
41.873699424,-87.704705156,53
41.873709188,-87.713061913,6
41.873732481,-87.702226415,14
41.873733995,-87.702002425,8
41.873743384,-87.696248733,6
41.873750481,-87.761741343,13
41.873760261,-87.699795456,14
41.873761627,-87.699545765,18
41.873771005,-87.764770342,9
41.873788515,-87.696964272,6
41.873789876,-87.696714581,7
41.873795296,-87.725574349,15
41.873807522,-87.69445629,44
41.873828216,-87.75534081,6
41.873842346,-87.702243693,8
41.873857932,-87.700587587,50
41.873867463,-87.699827443,7
41.873876968,-87.699063628,29
41.873889276,-87.633614833,9
41.873895668,-87.62436567,6
41.873899696,-87.696228822,6
41.873907046,-87.725430093,20
41.873907491,-87.625837904,19
41.873907817,-87.632604904,6
41.873951538,-87.631675478,11
41.873966021,-87.762040506,6
41.873968034,-87.761893618,8
41.873968788,-87.625987769,25
41.873985281,-87.673000533,54
41.873993723,-87.672559837,6
41.874016149,-87.670261095,12
41.874034597,-87.74786694,7
41.874047765,-87.755342504,11
41.874050049,-87.627598768,6
41.874060099,-87.705924314,21
41.874062086,-87.625986741,6
41.874077392,-87.674225948,6
41.874086805,-87.62599014,7
41.87409268,-87.669257917,8
41.874095762,-87.673124235,8
41.874107972,-87.631677438,6
41.874133594,-87.670164416,13
41.874153389,-87.735238688,13
41.874180626,-87.66785807,37
41.874215036,-87.631683611,10
41.874233514,-87.630666333,6
41.874235357,-87.671154738,28
41.874249283,-87.629208475,15
41.874258636,-87.642496448,13
41.874264309,-87.625848656,6
41.874273178,-87.668675911,13
41.874298437,-87.639084958,20
41.874311022,-87.737583476,17
41.874341491,-87.725591205,7
41.874342594,-87.674531651,17
41.874363279,-87.643013039,20
41.874364727,-87.658493167,42
41.87436503,-87.642847791,7
41.874370526,-87.624382453,15
41.874377585,-87.627756722,13
41.874381838,-87.641536792,20
41.874393341,-87.76464733,8
41.874400423,-87.640067886,9
41.8744151,-87.627609439,25
41.8744162,-87.638591667,13
41.874418746,-87.627756269,28
41.874425526,-87.693568911,10
41.874461408,-87.6438161,189
41.874478205,-87.642501427,7
41.87448073,-87.629360149,20
41.87448398,-87.718334431,7
41.874484611,-87.634037936,6
41.874485237,-87.634140739,6
41.874497206,-87.717218085,7
41.874511711,-87.639864736,14
41.874531139,-87.742475911,6
41.874536381,-87.725600374,7
41.874567456,-87.642283831,10
41.874592702,-87.718138785,21
41.874600825,-87.717606299,6
41.874606202,-87.717073839,9
41.874715981,-87.676477533,13
41.874748911,-87.730518558,15
41.874748926,-87.725315633,9
41.874797993,-87.755005283,6
41.874830094,-87.747800931,6
41.874864799,-87.761771804,6
41.874888586,-87.75501181,6
41.874896902,-87.759953977,9
41.874959427,-87.746257594,9
41.874964695,-87.62907211,7
41.874974798,-87.725475051,9
41.874993423,-87.671268082,7
41.875021801,-87.749881096,6
41.875031055,-87.668756182,16
41.87505084,-87.717598308,26
41.875070002,-87.640974928,7
41.875155116,-87.667906709,26
41.875161945,-87.725058363,7
41.875196386,-87.731072469,8
41.875212095,-87.62601445,8
41.875229772,-87.686253982,6
41.875232942,-87.6276188,13
41.875246552,-87.641127239,8
41.875254895,-87.627618559,17
41.875259759,-87.624398328,36
41.875272573,-87.624251314,28
41.875286899,-87.67649739,14
41.875291694,-87.723650826,12
41.875293714,-87.68640021,12
41.875308495,-87.620744336,6
41.875328156,-87.705963317,16
41.875328857,-87.712150328,41
41.875374249,-87.725765012,7
41.875423437,-87.705822856,6
41.87543874,-87.712171295,7
41.87553893,-87.631874752,6
41.875588919,-87.632421308,12
41.875607454,-87.616599571,6
41.875614034,-87.757388294,8
41.875625633,-87.629450396,30
41.875679322,-87.62657476,11
41.875709127,-87.620739886,28
41.875732606,-87.629441878,8
41.875760432,-87.71584737,11
41.875761146,-87.745798619,6
41.875784432,-87.62670946,13
41.875800743,-87.75141986,7
41.875820724,-87.647175913,10
41.875887515,-87.631885628,22
41.87593626,-87.73612167,14
41.875948948,-87.744959715,16
41.875980638,-87.745253174,7
41.875982139,-87.641148676,9
41.875987565,-87.731755351,7
41.876034167,-87.744988309,8
41.87610751,-87.731078602,13
41.876108306,-87.684860827,17
41.876121224,-87.641003973,28
41.876144918,-87.696305663,6
41.876146828,-87.641154243,13
41.87616378,-87.745111964,11
41.876166158,-87.726580011,9
41.876166586,-87.689365619,121
41.8762118,-87.641006667,6
41.876211993,-87.685241653,12
41.876218908,-87.630879585,25
41.876225829,-87.721791324,6
41.87624178,-87.642339231,11
41.876247824,-87.624420455,6
41.876265763,-87.651863802,8
41.876270818,-87.686427074,174
41.87630013,-87.724412336,6
41.8763156,-87.669271624,6
41.876324922,-87.722363192,6
41.876341116,-87.674176985,23
41.876351148,-87.666880865,13
41.87635299,-87.625899057,8
41.876388206,-87.664758134,12
41.876396396,-87.630734438,9
41.876456978,-87.667147812,15
41.876459931,-87.666710828,7
41.876499366,-87.664525647,7
41.876504743,-87.657941902,8
41.876514638,-87.696169804,6
41.876527017,-87.656597758,6
41.876541001,-87.629253085,6
41.876542181,-87.648508434,11
41.876546354,-87.755059287,46
41.876547702,-87.655451911,10
41.876552583,-87.763442166,7
41.876558355,-87.762946409,8
41.876561699,-87.753748282,14
41.876573464,-87.660298531,10
41.876579452,-87.653395319,12
41.876581037,-87.745137513,22
41.876587174,-87.628727499,11
41.876593323,-87.659005818,12
41.876607964,-87.627644063,53
41.876612775,-87.651147769,7
41.876614821,-87.651030247,6
41.876632971,-87.748320572,6
41.876650547,-87.755587101,12
41.876652426,-87.648588039,6
41.876652433,-87.764208706,16
41.876654449,-87.764061812,9
41.876655574,-87.71085966,11
41.876663435,-87.64767362,12
41.876670128,-87.754026367,14
41.876671946,-87.753842755,18
41.876691154,-87.689929497,61
41.876692508,-87.633837616,6
41.876699301,-87.629111816,9
41.876706172,-87.624430077,8
41.876713396,-87.644100332,6
41.876713651,-87.750695557,8
41.876720197,-87.701088107,10
41.876725028,-87.694522703,6
41.876760214,-87.745293761,8
41.876769948,-87.754774534,7
41.87678464,-87.638617422,8
41.876790076,-87.702317506,7
41.876807045,-87.631919635,6
41.87683815,-87.634320718,24
