Block,CrimeCount
030XX N LOTUS AV,8
030XX N LOTUS AVE,3
030XX N LOWELL AV,8
030XX N LOWELL AVE,3
030XX N LUNA AV,6
030XX N LUNA AVE,2
030XX N MAJOR AV,11
030XX N MAJOR AVE,7
030XX N MANGO AV,12
030XX N MANGO AVE,7
030XX N MARMORA AV,6
030XX N MARMORA AVE,4
030XX N MASON AV,9
030XX N MASON AVE,5
030XX N MEADE AV,2
030XX N MELVINA AVE,1
030XX N MENARD AV,8
030XX N MENARD AVE,1
030XX N MILWAUKEE AV,36
030XX N MILWAUKEE AVE,13
030XX N MOBILE AV,68
030XX N MOBILE AVE,21
030XX N MONITOR AV,8
030XX N MONITOR AVE,6
030XX N MONTICELLO AV,9
030XX N MONTICELLO AVE,3
030XX N NAGLE AV,7
030XX N NAGLE AVE,3
030XX N NARRAGANSETT AV,13
030XX N NARRAGANSETT AVE,6
030XX N NASHVILLE AV,2
030XX N NASHVILLE AVE,1
030XX N NATCHEZ AV,2
030XX N NATCHEZ AVE,3
030XX N NATOMA AVE,2
030XX N NEENAH AV,5
030XX N NEENAH AVE,4
030XX N NEVA AV,3
030XX N NEVA AVE,4
030XX N NEW ENGLAND AV,4
030XX N NEWCASTLE AV,2
030XX N NEWCASTLE AVE,5
030XX N NEWLAND AV,3
030XX N NORDICA AV,7
030XX N NORDICA AVE,1
030XX N NORMANDY AV,5
030XX N NORMANDY AVE,3
030XX N NOTTINGHAM AV,4
030XX N NOTTINGHAM AVE,5
030XX N OAK PARK AV,5
030XX N OAK PARK AVE,2
030XX N OAKLEY AV,5
030XX N OAKLEY AVE,3
030XX N OCONTO AVE,4
030XX N OCTAVIA AVE,3
030XX N ODELL AV,1
030XX N OKETO AV,2
030XX N OKETO AVE,1
030XX N OLCOTT AVE,1
030XX N OLEANDER AVE,1
030XX N ORIOLE AV,3
030XX N ORIOLE AVE,1
030XX N OSCEOLA AV,2
030XX N OSCEOLA AVE,4
030XX N PARKSIDE AV,10
030XX N PARKSIDE AVE,14
030XX N PAULINA ST,1
030XX N PINE GROVE AV,2
030XX N PINE GROVE AVE,1
030XX N PULASKI RD,37
030XX N Paulina St,1
030XX N RACINE AV,12
030XX N RACINE AVE,7
030XX N RAVENSWOOD AV,3
030XX N ROCKWELL ST,4
030XX N RUTHERFORD AV,2
030XX N RUTHERFORD AVE,10
030XX N Racine Ave,1
030XX N SACRAMENTO AV,2
030XX N SACRAMENTO AVE,3
030XX N SAWYER AV,8
030XX N SAWYER AVE,2
030XX N SAYRE AV,2
030XX N SAYRE AVE,1
030XX N SEMINARY AV,6
030XX N SEMINARY AVE,5
030XX N SHEFFIELD AV,14
030XX N SHEFFIELD AVE,6
030XX N SHERIDAN RD,12
030XX N SOUTHPORT AV,2
030XX N SOUTHPORT AVE,7
030XX N SPAULDING AV,9
030XX N SPAULDING AVE,3
030XX N Sheffield Ave,1
030XX N Sheridan Rd,1
030XX N TRIPP AV,1
030XX N TRIPP AVE,8
030XX N TROY ST,18
030XX N WASHTENAW AV,4
030XX N WASHTENAW AVE,2
030XX N WATERLOO CT,3
030XX N WESTERN AV,2
030XX N WESTERN AVE,3
030XX N WHIPPLE ST,4
030XX N WILTON AV,1
030XX N WILTON AVE,1
030XX N Western Ave,1
030XX S ALBANY AV,3
030XX S ALBANY AVE,6
030XX S ARCHER AV,19
030XX S ARCHER AVE,10
030XX S ASHLAND AV,14
030XX S ASHLAND AVE,15
030XX S AVERS AV,13
030XX S AVERS AVE,11
030XX S BONFIELD ST,30
030XX S BROAD ST,11
030XX S Bonfield ST,1
030XX S CALIFORNIA AV,12
030XX S CALIFORNIA AVE,2
030XX S CALIFORNIA BLVD,1
030XX S CALUMET AV,2
030XX S CANAL ST,12
030XX S CENTRAL PARK AV,13
030XX S CENTRAL PARK AVE,12
030XX S CHRISTIANA AV,13
030XX S CHRISTIANA AVE,4
030XX S COTTAGE GROVE,3
030XX S COTTAGE GROVE AV,1
030XX S DAMEN AVE,3
030XX S DEARBORN ST,2
030XX S DR MARTIN LUTHER KING JR DR,51
030XX S DR MARTN LUTHR KING JR DR,21
030XX S DRAKE AV,20
030XX S DRAKE AVE,11
030XX S ELLIS AV,1
030XX S EMERALD AV,3
030XX S EMERALD AVE,2
030XX S FARRELL ST,5
030XX S FEDERAL ST,3
030XX S FORT DEARBORN,1
030XX S GRATTEN AV,6
030XX S GRATTEN AVE,1
030XX S HALSTED ST,73
030XX S HAMLIN AV,7
030XX S HAMLIN AVE,5
030XX S HARDING AV,14
030XX S HARDING AVE,13
030XX S HAYNES CT,9
030XX S HOMAN AV,10
030XX S HOMAN AVE,11
030XX S INDIANA AV,14
030XX S INDIANA AVE,4
030XX S KARLOV AV,6
030XX S KARLOV AVE,15
030XX S KEDVALE AV,10
030XX S KEDVALE AVE,9
030XX S KEDZIE AV,6
030XX S KEDZIE AVE,18
030XX S KEELER AV,10
030XX S KEELER AVE,5
030XX S KEELEY ST,4
030XX S KENNETH AV,11
030XX S KENNETH AVE,2
030XX S KILBOURN AV,4
030XX S KILDARE AV,16
030XX S KILDARE AVE,8
030XX S KING DR,60
030XX S KOLIN AV,3
030XX S KOLIN AVE,5
030XX S KOMENSKY AV,9
030XX S KOMENSKY AVE,7
030XX S KOSTNER AV,5
030XX S KOSTNER AVE,6
030XX S LA SALLE ST,1
030XX S LAKE PARK AVE,1
030XX S LAKE SHORE DR NB,1
030XX S LAKE SHORE DR SB,2
030XX S LAWNDALE AV,11
030XX S LAWNDALE AVE,7
030XX S LLOYD AV,1
030XX S LLOYD AVE,3
030XX S LOCK ST,16
030XX S LOOMIS ST,15
030XX S LOWE AV,5
030XX S LOWE AVE,2
030XX S LYMAN ST,15
030XX S MICHIGAN AV,26
030XX S MICHIGAN AVE,32
030XX S MILLARD AV,15
030XX S MILLARD AVE,7
030XX S MOE DR,5
030XX S Michigan Ave,1
030XX S NORMAL AV,13
030XX S NORMAL AVE,3
030XX S PARNELL AV,18
030XX S PARNELL AVE,5
030XX S PITNEY CT,9
030XX S POPLAR AV,9
030XX S POPLAR AVE,6
030XX S PRINCETON AV,6
030XX S PRINCETON AVE,8
030XX S PULASKI RD,27
030XX S QUINN ST,4
030XX S ROCKWELL ST,1
030XX S SACRAMENTO AV,4
030XX S SHIELDS AV,2
030XX S SHIELDS AVE,2
030XX S SPAULDING AV,6
030XX S SPAULDING AVE,3
030XX S SPRINGFIELD AV,10
030XX S SPRINGFIELD AVE,5
030XX S ST LOUIS AV,17
030XX S ST LOUIS AVE,21
030XX S STATE ST,21
030XX S STEWART AV,1
030XX S Springfield Ave,1
030XX S THROOP ST,4
030XX S TRIPP AV,15
030XX S TRIPP AVE,9
030XX S TROY ST,15
030XX S TRUMBULL AV,15
030XX S TRUMBULL AVE,14
030XX S UNION AV,4
030XX S UNION AVE,5
030XX S WABASH AV,4
030XX S WABASH AVE,3
030XX S WALLACE ST,14
030XX S WELLS ST,8
030XX S WENTWORTH AV,6
030XX S WENTWORTH AVE,7
030XX S WESTERN AV,2
030XX W 103RD ST,1
030XX W 107 ST,3
030XX W 107TH ST,3
030XX W 108 ST,4
030XX W 110 PL,1
030XX W 111 ST,7
030XX W 111TH ST,6
030XX W 19 ST,16
030XX W 19TH ST,8
030XX W 21 PL,42
030XX W 21ST PL,28
030XX W 23 ST,3
030XX W 23RD ST,4
030XX W 24 ST,1
030XX W 24TH ST,3
030XX W 25 ST,2
030XX W 25TH ST,1
030XX W 26 ST,34
030XX W 26TH ST,39
030XX W 27TH ST,1
030XX W 28TH ST,1
030XX W 31 ST,3
030XX W 31ST ST,1
030XX W 35 ST,1
030XX W 36 ST,2
030XX W 36TH PL,2
030XX W 37 PL,4
030XX W 37TH PL,2
030XX W 38 PL,12
030XX W 38 ST,3
030XX W 38TH PL,5
030XX W 38TH ST,3
030XX W 39 PL,23
030XX W 39TH PL,17
030XX W 40 PL,9
030XX W 40 ST,9
030XX W 40TH PL,3
030XX W 40TH ST,6
030XX W 41 PL,5
030XX W 41 ST,8
030XX W 41ST PL,4
030XX W 41ST ST,5
030XX W 42 ST,10
030XX W 42ND ST,3
030XX W 43 ST,2
030XX W 44 ST,1
030XX W 44TH ST,7
030XX W 45 ST,2
030XX W 45TH ST,2
030XX W 45TH STREET,1
030XX W 47 ST,13
030XX W 47TH ST,12
030XX W 51 ST,6
030XX W 51ST ST,3
030XX W 52ND ST,1
030XX W 53 PL,8
030XX W 53 ST,2
030XX W 53RD PL,12
030XX W 53RD ST,2
030XX W 54 PL,1
030XX W 54 ST,9
030XX W 54TH PL,2
030XX W 54TH ST,7
030XX W 55 ST,11
030XX W 55TH ST,15
030XX W 56 ST,3
030XX W 56TH ST,1
030XX W 57 ST,1
030XX W 58 ST,3
030XX W 58TH ST,1
030XX W 59 ST,21
030XX W 59TH ST,4
030XX W 60 ST,15
030XX W 60TH ST,12
030XX W 61 ST,13
030XX W 61ST ST,4
030XX W 62 ST,7
030XX W 62ND ST,5
030XX W 63 ST,41
030XX W 63RD ST,30
030XX W 64 ST,10
030XX W 64TH ST,14
030XX W 65 ST,4
030XX W 65TH ST,3
030XX W 66 ST,5
030XX W 66TH ST,2
030XX W 71 ST,6
030XX W 71ST ST,8
030XX W 72ND ST,1
030XX W 77 ST,2
030XX W 77TH ST,2
030XX W 79 ST,5
030XX W 79TH ST,1
030XX W 80 ST,1
030XX W 80TH ST,2
030XX W 83RD ST,1
030XX W 84 ST,2
030XX W 84TH ST,1
030XX W 85 ST,1
030XX W 85TH ST,1
030XX W 87TH ST,1
030XX W ADDISON ST,13
030XX W AINSLIE ST,21
030XX W ALBION AV,1
030XX W ALBION AVE,1
030XX W ARDMORE AV,1
030XX W ARDMORE AVE,3
030XX W ARGYLE ST,15
030XX W ARMITAGE AV,24
030XX W ARMITAGE AVE,14
030XX W ARTHINGTON ST,39
030XX W AUGUSTA BL,2
030XX W AUGUSTA BLVD,3
030XX W BALMORAL AV,1
030XX W BELDEN AV,11
030XX W BELDEN AVE,7
030XX W BELLE PLAINE AV,3
030XX W BELLE PLAINE AVE,3
030XX W BELMONT AV,11
030XX W BELMONT AVE,13
030XX W BERTEAU AV,8
030XX W BERTEAU AVE,4
030XX W BIRCHWOOD AVE,1
030XX W BLOOMINGDALE AV,5
030XX W BLOOMINGDALE AVE,1
030XX W BRYN MAWR AVE,2
030XX W BYRON ST,1
030XX W CARROLL AV,10
030XX W CARROLL AVE,14
030XX W CERMAK RD,59
030XX W CHASE AV,1
030XX W CHASE AVE,4
030XX W CHICAGO AV,10
030XX W CHICAGO AVE,6
030XX W COLUMBIA AVE,1
030XX W COLUMBUS AV,7
030XX W COLUMBUS AVE,1
030XX W CONGRESS PW,2
030XX W CORNELIA AV,1
030XX W CORNELIA AVE,1
030XX W CORTLAND ST,13
030XX W CULLERTON ST,18
030XX W CULLOM AV,4
030XX W CULLOM AVE,2
030XX W Cornelia Ave,1
030XX W DEVON AV,3
030XX W DEVON AVE,4
030XX W DICKENS AV,4
030XX W DICKENS AVE,2
030XX W DIVERSEY AV,14
030XX W DIVERSEY AVE,6
030XX W DIVISION ST,6
030XX W DOUGLAS DR,1
030XX W EASTWOOD AV,6
030XX W EASTWOOD AVE,4
030XX W FARGO AV,4
030XX W FARGO AVE,1
030XX W FIFTH AV,17
030XX W FIFTH AVE,10
030XX W FILLMORE ST,3
030XX W FLETCHER ST,4
030XX W FLOURNOY ST,46
030XX W FOSTER AVE,14
030XX W FRANKLIN BL,8
030XX W FRANKLIN BLVD,8
030XX W FRANKLIN BV,2
030XX W FULLERTON AV,18
030XX W FULLERTON AVE,15
030XX W FULTON BL,4
030XX W FULTON BLVD,4
030XX W FULTON ST,11
030XX W GEORGE ST,23
030XX W GRACE ST,3
030XX W GRAND AV,1
030XX W GRAND AVE,2
030XX W GRANVILLE AV,2
030XX W GRANVILLE AVE,1
030XX W GUNNISON ST,18
030XX W GUNNISON STREET,1
030XX W HARRISON ST,37
030XX W HOOD AV,5
030XX W HOOD AVE,1
030XX W HOWARD ST,6
030XX W IRVING PARK RD,27
030XX W JACKSON BL,22
030XX W JACKSON BLVD,40
030XX W JACKSON BV,27
030XX W JARLATH ST,8
030XX W JARVIS AV,2
030XX W JARVIS AVE,1
030XX W JEROME ST,5
030XX W LAKE ST,11
030XX W LAWRENCE AV,19
030XX W LAWRENCE AVE,9
030XX W LELAND AV,12
030XX W LELAND AVE,6
030XX W LEXINGTON ST,46
030XX W LOGAN BL,14
030XX W LOGAN BLVD,4
030XX W LOGAN BV,1
030XX W LUIS MUNOZ MARIN DR,3
030XX W LUIS MUNOZ MARIN DR N,2
030XX W LYNDALE ST,26
030XX W MADISON ST,73
030XX W MANN DR,2
030XX W MARQUETTE RD,28
030XX W MEDILL AV,3
030XX W MEDILL AVE,4
030XX W MONTROSE AV,22
030XX W MONTROSE AVE,10
030XX W Montrose Ave,1
030XX W NEWPORT AVE,1
030XX W NORTH AV,27
030XX W NORTH AVE,10
030XX W NORTH SHORE AV,1
030XX W NORTH SHORE AVE,1
030XX W OGDEN AV,3
030XX W OGDEN AVE,2
030XX W OHIO ST,5
030XX W PALMER BL,15
030XX W PALMER BLVD,9
030XX W PALMER ST,3
030XX W PERSHING RD,6
030XX W PETERSON AV,15
030XX W PETERSON AVE,38
030XX W POLK ST,25
030XX W POPE JOHN PAUL II DR,5
030XX W REDFIELD DR,1
030XX W ROOSEVELT RD,44
030XX W ROSCOE ST,3
030XX W ROSEMONT AV,2
030XX W ROSEMONT AVE,3
030XX W SCHOOL ST,6
030XX W SCHUBERT AV,8
030XX W SCHUBERT AVE,4
030XX W SHERWIN AV,1
030XX W SHERWIN AVE,2
030XX W SUNNYSIDE AV,8
030XX W SUNNYSIDE AVE,2
030XX W TAYLOR ST,6
030XX W THORNDALE AVE,2
030XX W TOUHY AV,11
030XX W TOUHY AVE,7
030XX W VAN BUREN ST,13
030XX W WABANSIA AV,3
030XX W WABANSIA AVE,6
030XX W WALNUT ST,23
030XX W WALTON ST,4
030XX W WARREN BL,3
030XX W WARREN BLVD,15
030XX W WARREN BV,8
030XX W WASHINGTON BL,4
030XX W WASHINGTON BLVD,26
030XX W WASHINGTON BV,20
030XX W WAVELAND AV,3
030XX W WAVELAND AVE,1
030XX W WELLINGTON AV,13
030XX W WELLINGTON AVE,2
030XX W WILSON AV,7
030XX W WILSON AVE,5
031XX E 106 ST,1
031XX E 130 ST,2
031XX E 131 ST,2
031XX E 131ST ST,1
031XX E 133RD ST,4
031XX E 77 ST,2
031XX E 77TH ST,6
031XX E 78 ST,1
031XX E 79 ST,2
031XX E 79TH ST,1
031XX E 80 ST,11
031XX E 81 ST,1
031XX E 82 ST,1
031XX E 83 ST,11
031XX E 83RD ST,4
031XX E 87 ST,4
031XX E 87TH ST,2
031XX E 91 ST,8
031XX E 91ST ST,1
031XX E 92 ST,2
031XX E 92ND ST,1
031XX E 93 ST,1
031XX E 93RD ST,1
031XX E 95 ST,2
031XX E 98 ST,1
031XX E CHELTENHAM PL,4
031XX N ALBANY AV,1
031XX N ASHLAND AV,14
031XX N ASHLAND AVE,4
031XX N AUSTIN AV,3
031XX N AUSTIN AVE,3
031XX N AVONDALE AV,1
031XX N AVONDALE AVE,1
031XX N BELMONT AV JFK,1
031XX N BELMONT HARBOR ACCESS RD,1
031XX N BERNARD ST,17
031XX N BROADWAY,99
031XX N Broadway,2
031XX N CALIFORNIA AV,10
031XX N CALIFORNIA AVE,10
031XX N CAMBRIDGE AV,14
031XX N CAMBRIDGE AVE,11
031XX N CAMPBELL AV,1
031XX N CENTRAL AV,24
031XX N CENTRAL AVE,18
031XX N CENTRAL PARK AV,14
031XX N CENTRAL PARK AVE,5
031XX N CHRISTIANA AV,9
031XX N CHRISTIANA AVE,3
031XX N CICERO AV,26
031XX N CICERO AVE,9
031XX N CLARK ST,171
031XX N CLIFTON AV,8
031XX N CLIFTON AVE,8
031XX N CLYBOURN AV,14
031XX N CLYBOURN AVE,4
031XX N Cambridge Ave,1
031XX N Clifton Ave,2
031XX N DAMEN AV,6
031XX N DAMEN AVE,3
031XX N DAVLIN CT,22
031XX N DRAKE AV,11
031XX N DRAKE AVE,3
031XX N ELSTON AV,8
031XX N ELSTON AVE,4
031XX N FRANCISCO AV,10
031XX N FRANCISCO AVE,4
031XX N GREENVIEW AV,2
031XX N GREENVIEW AVE,2
031XX N HALSTED ST,34
031XX N HAMLIN AV,6
031XX N HAMLIN AVE,6
031XX N HARDING AV,12
031XX N HARDING AVE,5
031XX N HARLEM AV,8
031XX N HARLEM AVE,5
031XX N HAUSSEN CT,12
031XX N HONORE ST,1
031XX N HOYNE AV,8
031XX N HOYNE AVE,2
031XX N HUDSON AV,3
031XX N HUDSON AVE,1
031XX N Hoyne Ave,1
031XX N KARLOV AV,10
031XX N KARLOV AVE,6
031XX N KEATING AV,20
031XX N KEATING AVE,4
031XX N KEDZIE AV,6
031XX N KEDZIE AVE,3
031XX N KENMORE AV,17
031XX N KENMORE AVE,6
031XX N KENNETH AV,4
031XX N KENOSHA AVE,1
031XX N KILBOURN AV,12
031XX N KILBOURN AVE,2
031XX N KILDARE AV,1
031XX N KILPATRICK AV,10
031XX N KILPATRICK AVE,3
031XX N KIMBALL AV,16
031XX N KIMBALL AVE,6
031XX N KNOX AV,7
031XX N KNOX AVE,7
031XX N KOLMAR AV,9
031XX N KOLMAR AVE,3
031XX N KOSTNER AV,6
031XX N KOSTNER AVE,1
031XX N LAKE SHORE DR,51
031XX N LAMON AV,1
031XX N LAMON AVE,1
031XX N LARAMIE AV,6
031XX N LARAMIE AVE,5
031XX N LAVERGNE AV,2
031XX N LAVERGNE AVE,2
031XX N LAWNDALE AV,16
031XX N LAWNDALE AVE,5
031XX N LEAVITT ST,9
031XX N LECLAIRE AV,10
031XX N LECLAIRE AVE,2
031XX N LINCOLN AV,18
031XX N LINCOLN AVE,6
031XX N LINDER AV,3
031XX N LINDER AVE,4
031XX N LOCKWOOD AV,12
031XX N LOCKWOOD AVE,4
031XX N LONG AV,6
031XX N LONG AVE,6
031XX N LOTUS AV,5
031XX N LOTUS AVE,2
031XX N LOWELL AV,3
031XX N LUNA AV,5
031XX N Lake Shore Dr,1
031XX N MAJOR AV,8
031XX N MAJOR AVE,4
031XX N MANGO AV,6
031XX N MANGO AVE,3
031XX N MARMORA AV,4
031XX N MARMORA AVE,5
031XX N MASON AV,8
031XX N MASON AVE,2
031XX N MEADE AVE,1
031XX N MELVINA AV,2
031XX N MELVINA AVE,1
031XX N MENARD AV,7
031XX N MENARD AVE,4
031XX N MILWAUKEE AV,65
031XX N MILWAUKEE AVE,29
031XX N MOBILE AV,1
031XX N MOBILE AVE,1
031XX N MONITOR AV,13
031XX N MONITOR AVE,1
031XX N MONTICELLO AV,9
031XX N MONTICELLO AVE,3
031XX N Monitor Ave,1
031XX N NAGLE AV,4
031XX N NAGLE AVE,1
031XX N NARRAGANSETT AV,14
031XX N NARRAGANSETT AVE,5
031XX N NASHVILLE AV,6
031XX N NASHVILLE AVE,2
031XX N NATCHEZ AV,3
031XX N NATCHEZ AVE,2
031XX N NATOMA AVE,9
031XX N NEENAH AV,2
031XX N NEENAH AVE,8
031XX N NEVA AV,3
031XX N NEVA AVE,2
031XX N NEW ENGLAND AV,4
031XX N NEW ENGLAND AVE,1
031XX N NEWCASTLE AV,1
031XX N NEWCASTLE AVE,4
031XX N NORDICA AV,1
031XX N NORDICA AVE,3
031XX N NORMANDY AV,3
031XX N NORMANDY AVE,3
031XX N NOTTINGHAM AV,2
031XX N NOTTINGHAM AVE,1
031XX N OAK PARK AV,1
031XX N OAKLEY AV,9
031XX N OAKLEY AVE,2
031XX N OCONTO AV,3
031XX N OCONTO AVE,1
031XX N OCTAVIA AV,3
031XX N OCTAVIA AVE,4
031XX N ODELL AV,1
031XX N ODELL AVE,4
031XX N OKETO AVE,1
031XX N OLCOTT AV,1
031XX N OLCOTT AVE,2
031XX N OLEANDER AV,3
031XX N OLEANDER AVE,2
031XX N ORCHARD ST,20
031XX N OSCEOLA AV,2
031XX N OSCEOLA AVE,2
031XX N PARKSIDE AV,11
031XX N PARKSIDE AVE,4
031XX N PAULINA ST,3
031XX N PINE GROVE AV,2
031XX N PINE GROVE AVE,1
031XX N PULASKI RD,39
031XX N Pulaski Rd,1
031XX N Pulaski rd,1
031XX N RACINE AV,11
031XX N RACINE AVE,7
031XX N RAVENSWOOD AV,2
031XX N RICHMOND ST,3
031XX N RIDGEWAY AV,7
031XX N RIDGEWAY AVE,6
031XX N ROCKWELL ST,5
031XX N RUTHERFORD AV,2
031XX N RUTHERFORD AVE,5
031XX N SACRAMENTO AV,3
031XX N SACRAMENTO AVE,3
031XX N SAWYER AV,9
031XX N SAWYER AVE,3
031XX N SAYRE AV,3
031XX N SAYRE AVE,1
031XX N SEMINARY AV,6
031XX N SEMINARY AVE,5
031XX N SHEFFIELD AV,16
031XX N SHEFFIELD AVE,18
031XX N SHERIDAN RD,39
031XX N SOUTHPORT AV,7
031XX N SOUTHPORT AVE,5
031XX N SPAULDING AV,8
031XX N SPAULDING AVE,4
031XX N SPRINGFIELD AV,10
031XX N SPRINGFIELD AVE,3
031XX N ST LOUIS AV,9
031XX N ST LOUIS AVE,2
031XX N Seminary ave,1
031XX N Sheffield Ave,1
031XX N Sheridan Rd,1
031XX N TRIPP AVE,1
031XX N TROY ST,1
031XX N WASHTENAW AV,4
031XX N WASHTENAW AVE,4
031XX N WESTERN AV,19
031XX N WESTERN AVE,2
031XX N WHIPPLE,1
031XX N WOLCOTT AV,4
031XX N WOLCOTT AVE,2
031XX S ABERDEEN ST,12
031XX S ARCHER AV,6
031XX S ARCHER AVE,8
031XX S ASHLAND AV,176
031XX S ASHLAND AVE,52
031XX S AVERS AV,14
031XX S AVERS AVE,5
031XX S BENSON ST,7
031XX S CALIFORNIA AV,4
031XX S CALIFORNIA AVE,2
031XX S CALUMET AV,2
031XX S CALUMET AVE,5
031XX S CANAL ST,6
031XX S CANAL STREET,1
031XX S CENTRAL PARK AV,7
031XX S CENTRAL PARK AVE,5
031XX S DAMEN AV,1
031XX S DAMEN AVE,3
031XX S DAN RYAN EXPY,1
031XX S DEARBORN ST,3
031XX S DR MARTIN LUTHER KING JR DR,6
031XX S DR MARTN LUTHR KING JR DR,9
031XX S EBERHART AVE,2
031XX S EMERALD AV,8
031XX S EMERALD AVE,11
031XX S FEDERAL ST,5
031XX S GILES AV,3
031XX S GILES AVE,6
031XX S GREEN ST,61
031XX S HALSTED ST,52
031XX S HAMLIN AV,5
031XX S HAMLIN AVE,4
031XX S HARDING AV,11
031XX S HARDING AVE,3
031XX S HOMAN AV,1
031XX S HOMAN AVE,2
031XX S HOYNE AV,1
031XX S INDIANA AV,8
031XX S INDIANA AVE,5
031XX S KARLOV AV,6
031XX S KARLOV AVE,2
031XX S KEDVALE AV,10
031XX S KEDVALE AVE,3
031XX S KEDZIE AV,5
031XX S KEDZIE AVE,3
031XX S KEELER AV,8
031XX S KEELER AVE,5
031XX S KILBOURN AV,1
031XX S KILBOURN AVE,2
031XX S KING DR,12
031XX S KOLIN AV,1
031XX S KOLIN AVE,6
031XX S KOMENSKY AV,11
031XX S KOMENSKY AVE,9
031XX S KOSTNER AV,4
031XX S KOSTNER AVE,33
031XX S LA SALLE ST,3
031XX S LAKE SHORE DR,24
031XX S LAKE SHORE DR NB,9
031XX S LAKE SHORE DR SB,11
031XX S LAWNDALE AV,13
031XX S LAWNDALE AVE,2
031XX S LITUANICA AV,8
031XX S LITUANICA AVE,15
031XX S LOWE AV,10
031XX S LOWE AVE,4
031XX S MAY ST,20
031XX S MICHIGAN AV,31
031XX S MICHIGAN AVE,21
031XX S MILLARD AV,8
031XX S MILLARD AVE,5
031XX S MORGAN ST,15
031XX S May St,1
031XX S NB OUTER LAKE SHORE DR,3
031XX S NORMAL AV,9
031XX S NORMAL AVE,1
031XX S PARNELL AV,7
031XX S PRAIRIE AV,7
031XX S PRAIRIE AVE,5
031XX S PRINCETON AV,6
031XX S PRINCETON AVE,9
031XX S PULASKI RD,29
031XX S RACINE AV,11
031XX S RACINE AVE,8
031XX S RHODES AV,6
031XX S RHODES AVE,5
031XX S RIDGEWAY AV,12
031XX S RIDGEWAY AVE,9
031XX S ROBINSON ST,4
031XX S SACRAMENTO AV,5
031XX S SACRAMENTO AVE,7
031XX S SB OUTER LAKE SHORE DR,3
031XX S SHIELDS AV,6
031XX S SHIELDS AVE,9
031XX S SPRINGFIELD AV,7
031XX S SPRINGFIELD AVE,6
031XX S ST LOUIS AV,2
031XX S ST LOUIS AVE,3
031XX S STATE ST,8
031XX S STEWART AV,1
031XX S THROOP ST,15
031XX S UNION AV,15
031XX S UNION AVE,5
031XX S VERNON AVE,3
031XX S WABASH AV,3
031XX S WABASH AVE,4
031XX S WALLACE ST,11
031XX S WELLS ST,9
031XX S WENTWORTH AV,23
031XX S WENTWORTH AVE,3
031XX S WESTERN AV,3
031XX S WESTERN AVE,9
031XX S WOOD ST,2
031XX S Wallace St,2
031XX W 103 ST,26
031XX W 103RD ST,16
031XX W 106 ST,1
031XX W 107 ST,1
031XX W 107TH ST,2
031XX W 111 ST,13
031XX W 111TH ST,3
031XX W 113 ST,1
031XX W 114TH ST,1
031XX W 13 ST,1
031XX W 13TH ST,2
031XX W 15 PL,3
031XX W 15 ST,10
031XX W 15TH PL,5
031XX W 15TH ST,15
031XX W 16 ST,1
031XX W 16TH ST,9
031XX W 19 ST,1
031XX W 21ST ST,3
031XX W 23 ST,2
031XX W 23RD ST,1
031XX W 24 ST,5
031XX W 24TH ST,3
031XX W 25 ST,9
031XX W 25TH ST,13
031XX W 26 ST,100
031XX W 26TH ST,21
031XX W 27TH ST,1
031XX W 28 ST,2
031XX W 30TH ST,1
031XX W 31 ST,2
031XX W 31ST ST,1
031XX W 36 PL,2
031XX W 36 ST,3
031XX W 36TH ST,3
031XX W 37 PL,4
031XX W 37TH PL,2
031XX W 38 PL,4
031XX W 38 ST,5
031XX W 38TH PL,8
031XX W 38TH ST,5
031XX W 39 PL,10
031XX W 39TH PL,8
031XX W 40 PL,7
031XX W 40 ST,7
031XX W 40TH PL,3
031XX W 40TH ST,9
031XX W 41 PL,13
031XX W 41 ST,3
031XX W 41ST PL,8
031XX W 41ST ST,7
031XX W 42 PL,4
031XX W 42 ST,8
031XX W 42ND PL,5
031XX W 42ND ST,1
031XX W 43 ST,1
031XX W 44 ST,6
031XX W 44TH ST,6
031XX W 45 ST,1
031XX W 45TH ST,1
031XX W 47 ST,12
031XX W 48TH PL,3
031XX W 51 ST,2
031XX W 51ST ST,3
031XX W 52 ST,1
031XX W 52ND ST,1
031XX W 53 PL,5
031XX W 53 ST,10
031XX W 53RD PL,15
031XX W 53RD ST,8
031XX W 54 PL,7
031XX W 54 ST,4
031XX W 54TH PL,5
031XX W 54TH ST,22
031XX W 55 ST,11
031XX W 55TH ST,12
031XX W 56 ST,4
031XX W 56TH ST,5
031XX W 57 ST,2
031XX W 57TH ST,1
031XX W 58 ST,3
031XX W 58TH ST,2
031XX W 59 ST,28
031XX W 59TH ST,11
031XX W 60 ST,9
031XX W 60TH ST,10
031XX W 61 ST,22
031XX W 61ST ST,10
031XX W 62 ST,10
031XX W 62ND ST,10
031XX W 63 ST,22
031XX W 63RD ST,30
031XX W 64 ST,10
031XX W 64TH ST,33
031XX W 65 ST,2
031XX W 65TH ST,6
031XX W 66 ST,21
031XX W 66TH ST,6
031XX W 71 ST,11
031XX W 71ST ST,6
031XX W 72ND ST,2
031XX W 77 ST,3
031XX W 77TH ST,2
031XX W 79 ST,4
031XX W 79TH ST,3
031XX W 81ST ST,1
031XX W 82 ST,1
031XX W 82ND ST,3
031XX W 83 PL,8
031XX W 83 ST,3
031XX W 83RD PL,5
031XX W 83RD ST,1
